Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,104.31999969482422,104.31999969482422,104.31999969482422,104.31999969482422,79.45320129394531,0
2010-01-05,104.6500015258789,104.6500015258789,104.6500015258789,104.6500015258789,79.70452880859375,0
2010-01-06,104.75,104.75,104.75,104.75,79.7806625366211,0
2010-01-07,105.18000030517578,105.18000030517578,105.18000030517578,105.18000030517578,80.10816955566406,0
2010-01-08,105.4800033569336,105.4800033569336,105.4800033569336,105.4800033569336,80.33666229248047,0
2010-01-11,105.66999816894531,105.66999816894531,105.66999816894531,105.66999816894531,80.48138427734375,0
2010-01-12,104.66999816894531,104.66999816894531,104.66999816894531,104.66999816894531,79.71974182128906,0
2010-01-13,105.55999755859375,105.55999755859375,105.55999755859375,105.55999755859375,80.3976058959961,0
2010-01-14,105.80999755859375,105.80999755859375,105.80999755859375,105.80999755859375,80.58802032470703,0
2010-01-15,104.66999816894531,104.66999816894531,104.66999816894531,104.66999816894531,79.71974182128906,0
2010-01-19,105.9800033569336,105.9800033569336,105.9800033569336,105.9800033569336,80.71749877929688,0
2010-01-20,104.87000274658203,104.87000274658203,104.87000274658203,104.87000274658203,79.87206268310547,0
2010-01-21,102.88999938964844,102.88999938964844,102.88999938964844,102.88999938964844,78.36407470703125,0
2010-01-22,100.61000061035156,100.61000061035156,100.61000061035156,100.61000061035156,76.62752532958984,0
2010-01-25,101.06999969482422,101.06999969482422,101.06999969482422,101.06999969482422,76.97787475585938,0
2010-01-26,100.6500015258789,100.6500015258789,100.6500015258789,100.6500015258789,76.65800476074219,0
2010-01-27,101.1500015258789,101.1500015258789,101.1500015258789,101.1500015258789,77.038818359375,0
2010-01-28,99.95999908447266,99.95999908447266,99.95999908447266,99.95999908447266,76.13247680664062,0
2010-01-29,98.9800033569336,98.9800033569336,98.9800033569336,98.9800033569336,75.38607025146484,0
2010-02-01,100.38999938964844,100.38999938964844,100.38999938964844,100.38999938964844,76.45999145507812,0
2010-02-02,101.69000244140625,101.69000244140625,101.69000244140625,101.69000244140625,77.45008850097656,0
2010-02-03,101.16999816894531,101.16999816894531,101.16999816894531,101.16999816894531,77.05403900146484,0
2010-02-04,98.0199966430664,98.0199966430664,98.0199966430664,98.0199966430664,74.65489196777344,0
2010-02-05,98.30000305175781,98.30000305175781,98.30000305175781,98.30000305175781,74.86817932128906,0
2010-02-08,97.47000122070312,97.47000122070312,97.47000122070312,97.47000122070312,74.23603057861328,0
2010-02-09,98.73999786376953,98.73999786376953,98.73999786376953,98.73999786376953,75.2032699584961,0
2010-02-10,98.54000091552734,98.54000091552734,98.54000091552734,98.54000091552734,75.05094909667969,0
2010-02-11,99.51000213623047,99.51000213623047,99.51000213623047,99.51000213623047,75.78974914550781,0
2010-02-12,99.26000213623047,99.26000213623047,99.26000213623047,99.26000213623047,75.5993423461914,0
2010-02-16,101.06999969482422,101.06999969482422,101.06999969482422,101.06999969482422,76.97787475585938,0
2010-02-17,101.51000213623047,101.51000213623047,101.51000213623047,101.51000213623047,77.31298828125,0
2010-02-18,102.19000244140625,102.19000244140625,102.19000244140625,102.19000244140625,77.83090209960938,0
2010-02-19,102.43000030517578,102.43000030517578,102.43000030517578,102.43000030517578,78.01370239257812,0
2010-02-22,102.31999969482422,102.31999969482422,102.31999969482422,102.31999969482422,77.92990112304688,0
2010-02-23,101.08000183105469,101.08000183105469,101.08000183105469,101.08000183105469,76.98548889160156,0
